Message,Hatespeech,Sentiment
แบบนั้นเขาไม่เรียกว่า แรด แต่เขา เรียกว่า ร่าน กูไม่ใช่ควายครับ อ่อย เพื่อนกูอย่าว่ากูไม่รู้นะ กูรู้ทุกอย่าง,hatespeech,Unknown
ละตอนที่กูพูดเบาละเขาไม่ได้ยินละขยับหน้าเข้ามาใกล้ๆอีหอกกูดูร่านทันที,nonhatespeech,Unknown
คนนึงก็หน้าม่อคนนึงก็ร่าน เอาดิ,hatespeech,Unknown
มึงก็ชอบทุกคนแหละอีร่านทำไมมาเปง,hatespeech,Unknown
เป็นไบโพลาเหรอ แป๊ปนึงเดี๋ยวเธอก็แรด!!  ผ่านไปแป๊ปๆ เธอกลับร่าน!!..,hatespeech,Unknown
ต้องทำตัวเงียบๆแล้วก็มีผัวไปอะ ถึงจะดี พวกที่แรดร่านออกนอกหน้าก็นกทั้งนั้นแหละ,nonhatespeech,Unknown
มึงร่านไปมีชู้กับคนอื่นใด้ แต่ของตายที่มึงไม่เคยสนใจกลับทำแบบมึงไม่ใด้ มาตีโพยตีพายกลบเกลื่อนอีก นี่มึงเลวหรือมึงดอก เอาดีๆ,hatespeech,Unknown
เพื่อนร่านมาก กูบอกว่าน้องคนนั้นหล่อมาก กูอยากได้น้องมากๆ จากนั้นนางทักไปตัดหน้ากูเลยอีดอก ร่านมาก กูรู้จักน้องตั้งนานยังไม่กล้า ยอมกลัวแล้ว,hatespeech,Unknown
รำคาญอะ ไม่ชอบ เกลียด ตายๆไปสักทีเถอะ กะหรี่ร่าน,hatespeech,Unknown
ด่าว่า- กระหรี่ ต่ำ ใช้หีเปลือง ขอให้พ่อมึงตาย ร่าน เหี้ย ควาย หลอกใช้ โอ้ยยตายนี้ยังนึกไม่ออกอีกนะ55555,hatespeech,Unknown
คณะกูรุ่นกูไม่มีกะเทยร่านๆแรดๆเลยอะ อยากได้เพื่อนสาวววว,hatespeech,Unknown
ถ้าโสดแล้วจะแรดหรือร่าน มันก็ไม่น่าผิดนะ แต่ถ้าไปแรดหรือร่านใส่คนมีแฟนแล้วอันนั้นอ่ะผิด,nonhatespeech,Unknown
เมื่อไรที่พูดกูมึง อีเหี้ย ร่าน แรด ตอแหล อีดอก ในทวิตไม่ได้เมื่อไรมันก็คงจะถึงคราวล่มสลายของนกฟ้า pic.twitter.com/ZEMQh75Y1b,nonhatespeech,Unknown
แหม จะเป็นเฟรนด์กับผู้ชายทุกคนในมหาลัยเลยมั้ยล่ะ อีร่าน,hatespeech,Unknown
ตั้งแต่วันที่25สิงหา2560 แมลงสาบเริ่มเยาะเยี้ยกับสมุน และตัวพ่อกปปส เริ่มร่านละมีอะไรต่อไปนะ ควาย สม ชื่อ จะเล่นอะไรต่อติดตามๆ@สังคมกะลาแลน,hatespeech,Unknown
มันไม่มีผู้หญิงคนไหน ชอบให้แฟนไปคุยกับผู้หญิงคนอื่นหรอกเว้ย ถึงแม้เขาจะเป็นเพื่อนมึงก็ตาม ความร่านของผู้หญิงมันมีได้กับทุกคนเว้ย ! สัส กูหวง,hatespeech,Unknown
"เชิญพวกมึงแรด และเหี้ยยยกันได้ตามสบาย 😏😏
ดกทง ร่าน  🖕🏻🖕🏻🖕🏻",hatespeech,Unknown
อีเหี้ย มึงมันร่าน เหี้ย เกินคำบรรยาย กูไม่เคยเจอใครแบบมึงตลอดชีวิต 19 ปีกู,hatespeech,Unknown
"ที่รร.เพื่อนเรียก ""แก มึง อีผี อิเตี้ย แรด ร่าน นก"" ///เอาที่พวกมึงสบายใจ กูโอเค-_-!!!",nonhatespeech,Unknown
ถ้าน้ำท่วมอีกจะบอกคนชั่วหนักแผ่นดินไม่ได้แล้วนะ รึคนชั่วยังมีอีก 😂,hatespeech,Unknown
อืม สุดท้ายกูแค่ถังขยะที่เพื่อนเอาไว้ระบาย แต่มึงจะรู้มั้ย ว่าถังขยะ มันระบายกับใครไม่ได้,nonhatespeech,Unknown
